order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1328413,92075,prior,2,2,16,30.0
1658908,10129,prior,10,6,13,4.0
718103,91912,prior,5,2,7,7.0
556571,197355,prior,37,0,16,11.0
264508,118950,prior,12,6,17,18.0
2248115,33671,prior,10,1,9,7.0
3320889,85389,prior,4,5,16,28.0
984925,42613,prior,4,2,17,6.0
35689,78457,prior,16,1,11,19.0
1487753,26101,prior,8,0,11,30.0
381368,200585,prior,5,0,1,0.0
2727181,56995,prior,43,1,9,7.0
1656504,26614,prior,11,0,16,9.0
626904,16866,prior,1,2,10,
1596328,2383,prior,60,3,16,2.0
10048,78935,prior,22,2,11,12.0
165762,75660,prior,27,6,12,7.0
2212698,45542,prior,12,5,16,23.0
1754043,49269,prior,3,6,13,14.0
720494,82491,prior,5,3,9,2.0
931580,193556,prior,1,3,13,
799262,36622,prior,10,6,12,22.0
3339384,125520,prior,19,2,14,6.0
1733710,125231,prior,20,0,0,9.0
2867324,74025,prior,8,1,16,18.0
5345,33526,prior,27,6,10,13.0
2253942,131152,prior,13,5,17,30.0
2778677,117057,prior,22,5,10,4.0
956043,183392,prior,5,2,10,7.0
1287010,110336,prior,26,1,10,29.0
1476935,14881,prior,7,1,1,19.0
278259,5285,prior,40,0,15,0.0
1500471,204949,test,7,6,18,30.0
708178,173329,prior,46,6,13,7.0
1682601,90303,prior,6,5,13,24.0
2048179,32455,prior,3,2,10,6.0
1215506,12347,prior,31,1,17,4.0
2612521,28320,prior,6,6,17,7.0
2800357,57240,prior,2,5,11,2.0
1687813,91377,prior,17,2,10,25.0
730924,106642,prior,7,1,17,14.0
930208,85920,prior,10,5,11,9.0
1016507,159835,prior,8,5,12,5.0
3166041,48320,prior,8,1,6,20.0
1466330,12349,prior,4,4,13,28.0
2907444,141881,prior,1,0,15,
9154,187296,prior,23,0,16,1.0
918197,197462,prior,11,0,10,6.0
1263853,137760,prior,25,2,20,2.0
509821,202119,prior,23,6,7,3.0
695632,38469,train,46,4,7,8.0
3003175,38721,prior,50,3,13,6.0
3226991,36442,prior,4,1,13,5.0
3207118,70212,prior,2,2,14,9.0
2253883,83743,prior,28,1,8,14.0
1424467,101309,prior,11,2,18,19.0
794,141026,prior,23,0,15,8.0
2181645,108812,prior,3,1,17,25.0
561990,162101,prior,22,3,19,7.0
2335544,169074,prior,14,2,19,30.0
148900,29581,prior,7,1,16,1.0
2666059,162004,prior,7,5,23,8.0
1081041,125818,prior,1,2,18,
2473242,98187,prior,8,2,8,30.0
3382647,102784,test,43,5,9,4.0
2120971,111466,prior,89,4,8,1.0
379541,25140,prior,20,3,15,5.0
1318023,165099,prior,4,2,11,30.0
1242134,85442,prior,18,4,12,12.0
581565,136307,prior,52,3,12,10.0
533392,183500,prior,18,3,13,1.0
2168845,62011,prior,15,5,12,4.0
834210,134806,prior,23,0,19,11.0
2559719,143629,prior,48,5,14,1.0
1206338,142475,prior,15,3,15,7.0
194974,116931,prior,9,3,8,29.0
2460587,44569,prior,18,5,14,9.0
1468562,71468,prior,18,0,10,9.0
2287982,58108,prior,5,1,11,30.0
1145894,199653,prior,2,1,7,7.0
2288579,156686,prior,3,3,17,3.0
990503,125363,prior,2,0,18,7.0
2485089,15179,train,5,3,14,30.0
339463,172829,prior,6,0,13,15.0
1403712,97657,prior,33,2,7,6.0
1259876,201266,prior,24,2,14,7.0
688214,137020,prior,3,6,9,11.0
1292009,92111,prior,77,1,21,4.0
948020,19626,prior,18,2,13,7.0
3291348,8327,prior,4,5,12,30.0
738780,170009,prior,24,3,15,2.0
71210,194910,prior,19,5,23,6.0
3420242,91371,prior,10,5,11,9.0
1302516,75654,prior,22,2,7,3.0
2297573,65181,prior,11,1,12,7.0
1713828,198788,prior,65,4,9,3.0
1264817,8953,prior,6,0,20,6.0
1652501,21308,prior,1,2,19,
3367047,194597,prior,12,1,8,6.0
2839170,25433,prior,14,2,15,4.0
149659,189666,prior,47,0,10,13.0
1133033,52471,prior,14,1,16,4.0
3419041,185858,prior,17,0,21,5.0
145299,92041,prior,1,2,10,
1510559,195165,train,7,0,7,11.0
809469,192865,train,17,1,1,14.0
508308,175224,prior,17,1,13,10.0
98326,146193,prior,48,1,7,5.0
3050879,30247,prior,1,0,19,
996155,99919,prior,17,3,18,21.0
3382816,194920,train,6,4,15,30.0
3002016,155772,prior,4,4,11,6.0
63584,143278,prior,62,2,17,3.0
1559024,13432,prior,26,1,16,3.0
987330,6610,prior,9,5,9,16.0
203823,63029,prior,33,3,20,7.0
2301948,195030,prior,23,2,13,4.0
2929834,153958,prior,3,1,17,30.0
767952,93325,prior,19,5,14,8.0
3057108,78962,prior,10,2,9,11.0
1388182,167672,prior,3,2,10,6.0
2094723,18632,prior,65,5,14,4.0
181762,45885,prior,19,0,14,15.0
1486604,15028,prior,12,0,15,7.0
810487,139231,prior,14,2,17,2.0
2423603,93308,prior,8,6,17,4.0
2109643,47787,prior,25,6,12,6.0
2631398,46033,prior,2,1,11,13.0
1322003,83652,prior,8,6,17,14.0
2362938,119172,prior,22,2,8,7.0
2756607,117325,prior,3,1,13,15.0
1706413,29063,prior,1,4,9,
1764872,178506,prior,56,1,14,1.0
221420,10974,prior,7,6,15,12.0
2764063,158877,prior,4,4,21,10.0
314835,25333,prior,61,4,10,3.0
1917123,257,prior,1,0,18,
2738012,82027,prior,1,6,19,
375250,90074,prior,21,0,14,7.0
304664,178016,prior,6,5,8,7.0
1763262,86428,prior,36,6,15,12.0
1404582,126311,prior,75,1,12,3.0
812335,187144,prior,36,3,22,3.0
2769528,132803,prior,60,0,7,4.0
1211205,40539,prior,44,0,12,7.0
1752134,37907,prior,5,0,12,30.0
3191593,103016,prior,23,2,9,1.0
1871936,60078,prior,34,4,16,3.0
1198404,34797,prior,13,5,15,3.0
1755630,4067,prior,43,3,9,1.0
1562174,162967,prior,1,3,14,
3264755,44042,prior,40,2,12,6.0
1789578,194042,prior,33,1,10,7.0
1875167,180353,prior,9,3,22,9.0
1618482,14332,prior,18,2,15,14.0
2525463,127000,prior,24,1,16,2.0
992987,8618,prior,1,4,19,
3042179,147732,prior,52,2,8,5.0
2651266,173501,prior,13,0,0,8.0
3289496,31004,prior,36,1,11,3.0
899521,17641,prior,4,3,0,14.0
1604627,117127,prior,41,5,16,5.0
2955278,19862,prior,20,6,13,27.0
2301257,3551,prior,22,0,15,4.0
2712014,137135,prior,7,5,14,5.0
1908647,84991,prior,33,1,8,7.0
1230410,3803,prior,34,1,11,8.0
518170,175751,prior,38,5,11,8.0
3367656,101289,prior,36,5,9,12.0
3402566,176741,prior,38,3,16,4.0
2609008,4326,prior,20,5,11,7.0
520221,418,prior,5,3,20,9.0
2771901,161478,prior,3,5,16,10.0
1916601,87685,prior,4,6,20,16.0
842591,202082,prior,18,1,17,3.0
2571170,81620,prior,8,6,10,8.0
2764312,156099,prior,5,3,12,7.0
1457059,160620,prior,49,4,22,4.0
622661,69845,prior,7,1,12,7.0
930956,35876,prior,85,2,9,16.0
290762,93954,prior,15,2,16,22.0
2349654,118184,prior,3,2,14,5.0
2770290,157304,prior,6,6,17,26.0
300520,103879,prior,26,1,17,7.0
688772,79446,prior,2,0,14,24.0
1957012,11694,prior,9,1,16,6.0
1399450,59564,prior,24,1,11,30.0
2961557,137379,prior,57,1,13,4.0
766634,75604,prior,2,0,14,30.0
489819,203557,prior,2,5,10,16.0
579173,39460,prior,51,5,13,1.0
2249089,57903,prior,41,1,8,7.0
2967269,57970,train,11,5,19,5.0
1589495,31218,test,4,6,15,30.0
3324609,4690,prior,11,3,18,4.0
1775758,62580,prior,23,1,18,7.0
50011,73145,prior,17,2,11,4.0
306660,122751,prior,4,3,15,22.0
1912136,67820,prior,5,3,13,30.0
2348907,15959,prior,8,0,11,8.0
2219509,168131,prior,4,4,18,30.0
398197,104372,prior,8,5,16,18.0
1990432,31632,prior,8,4,17,3.0
1595289,67572,prior,1,5,14,
1901587,169503,prior,1,1,19,
550182,174339,prior,13,0,13,4.0
2786851,163494,prior,8,4,14,7.0
16438,201887,prior,9,1,17,3.0
2221611,191035,prior,6,1,9,18.0
1426093,155986,prior,18,5,9,7.0
1511949,197641,prior,53,2,15,3.0
2103617,204627,prior,14,6,15,7.0
2200265,79447,prior,1,6,23,
2829566,128553,prior,4,4,16,7.0
2531520,194429,prior,1,3,10,
1918707,43776,prior,2,6,12,23.0
456857,108983,prior,47,1,11,11.0
1075353,109233,prior,23,3,9,2.0
3278895,39869,prior,5,0,19,17.0
356323,204797,prior,10,2,13,5.0
172713,1191,prior,15,5,9,3.0
2146096,23431,prior,1,2,20,
2562652,192711,prior,24,2,11,30.0
265311,64500,prior,9,5,13,30.0
2871891,96757,prior,13,0,1,14.0
3063150,203191,prior,1,6,0,
376392,173603,prior,6,3,14,30.0
1683217,63068,prior,5,0,9,12.0
185898,175788,prior,6,2,18,7.0
2724141,24456,prior,14,5,10,3.0
1989504,129246,prior,20,4,16,8.0
2051298,91798,prior,7,5,14,19.0
1941145,31677,prior,4,0,21,10.0
1258236,60049,prior,4,0,14,7.0
2486088,48069,prior,13,2,12,1.0
2507993,182959,prior,10,5,13,15.0
2391572,59170,prior,1,1,13,
592676,74719,prior,11,6,15,5.0
2553916,122003,prior,82,1,10,3.0
700931,33103,prior,8,6,9,6.0
1119602,16597,prior,15,1,1,17.0
197064,61595,prior,18,6,13,4.0
798761,188553,prior,11,3,14,14.0
408422,37790,prior,7,0,9,4.0
2242641,44101,prior,18,6,8,12.0
1239980,34836,prior,5,1,11,0.0
1653566,36605,prior,11,0,16,30.0
285481,36277,test,13,6,11,3.0
1011554,130291,prior,1,3,16,
3308972,195403,prior,2,4,22,30.0
1560994,15813,prior,1,2,12,
302987,158571,prior,17,2,17,17.0
689178,176456,prior,11,5,10,8.0
985707,85904,prior,3,0,12,30.0
1312419,42064,prior,38,6,9,4.0
2682635,9058,prior,8,1,15,3.0
2410773,14597,prior,52,3,7,7.0
1517334,153491,prior,20,1,13,9.0
2961790,1636,prior,3,3,17,30.0
3340698,55285,test,26,1,22,30.0
312216,29196,prior,8,6,14,21.0
1328395,206051,prior,37,4,9,7.0
826649,141304,prior,1,0,11,
303851,185277,prior,52,0,15,4.0
3236238,29787,prior,6,0,10,30.0
2869006,25911,test,36,0,22,1.0
2522547,79478,prior,22,0,18,9.0
2193228,34459,prior,8,0,22,11.0
2343136,12040,prior,9,4,12,4.0
1829482,52977,prior,13,5,16,6.0
3336318,69149,prior,5,2,7,4.0
3099471,179854,prior,19,3,15,14.0
3045687,199407,prior,5,1,9,3.0
1655371,119825,prior,30,1,15,7.0
1041933,99428,prior,10,0,17,7.0
1523859,40982,prior,16,1,8,10.0
2413612,17679,prior,31,1,13,1.0
2779575,123412,prior,17,6,14,0.0
2806828,146023,prior,40,5,9,3.0
3071029,195162,prior,4,5,11,3.0
3159095,9950,prior,54,4,12,9.0
2006541,171746,prior,24,6,16,5.0
3324042,137452,prior,6,2,22,2.0
2172684,87384,prior,6,3,16,30.0
509868,186764,prior,40,4,17,2.0
1201807,133767,train,10,1,11,12.0
1096323,24643,prior,5,1,7,6.0
2549920,21876,prior,4,5,11,30.0
1528569,193872,prior,3,2,14,5.0
927823,41509,prior,48,2,10,1.0
2995940,162574,prior,4,1,13,3.0
734614,115162,prior,33,5,13,2.0
719002,94888,prior,24,4,14,7.0
2040769,118462,prior,10,4,14,14.0
1530256,28999,prior,66,1,13,1.0
2678631,110183,prior,6,1,16,1.0
2500450,90133,prior,14,1,13,3.0
1937360,10884,prior,7,2,7,0.0
770161,108367,prior,10,3,9,29.0
2727482,194866,prior,1,4,14,
2140102,137834,prior,9,5,16,6.0
1552207,171948,prior,1,6,10,
2600404,45372,prior,1,6,11,
2931140,85733,prior,6,6,11,14.0
495601,47448,prior,14,6,18,7.0
1318002,107659,prior,38,5,8,2.0
463381,41591,prior,24,6,13,2.0
2369979,152514,prior,41,1,10,6.0
1863407,112669,prior,26,5,13,10.0
2299604,98527,prior,9,6,11,27.0
3345435,149160,prior,3,4,13,30.0
780170,35346,prior,2,0,22,2.0
2638458,150734,prior,27,0,10,7.0
2403282,64262,prior,2,1,17,19.0
2446400,95967,prior,37,2,16,0.0
2479959,157086,prior,27,4,22,0.0
1698393,198212,prior,2,6,13,8.0
3284402,21228,prior,24,0,15,9.0
2574322,3652,prior,40,4,12,6.0
2353250,185974,prior,7,3,11,18.0
353652,29763,prior,19,6,20,19.0
269619,80144,prior,7,0,19,2.0
2147742,157704,prior,12,2,20,5.0
2095267,188664,prior,4,0,15,30.0
2269536,173195,prior,24,0,14,17.0
130332,171470,prior,1,1,10,
2012399,63832,prior,5,1,12,26.0
2789417,168855,prior,1,4,15,
1718450,118685,prior,64,2,11,0.0
3264467,130031,prior,5,6,15,20.0
2551260,179958,prior,9,1,19,0.0
943518,107742,prior,8,1,12,15.0
2809814,5639,prior,13,5,7,13.0
1233237,191928,prior,11,1,9,9.0
1749403,5652,prior,2,1,16,7.0
3165310,92068,prior,10,0,9,7.0
1304834,126567,prior,3,3,17,2.0
1580370,142821,prior,4,0,23,24.0
594977,204814,prior,58,0,10,11.0
2828748,28948,test,5,3,16,30.0
1418955,145979,prior,9,0,14,6.0
184628,136724,prior,66,0,12,2.0
3047641,14825,prior,15,6,14,6.0
1251845,175658,prior,75,1,16,3.0
3258793,84199,prior,11,0,20,2.0
2474836,141540,prior,22,5,14,7.0
2852173,102242,prior,5,6,12,22.0
852710,133466,prior,18,1,13,6.0
1304205,193708,prior,1,3,19,
1005562,173709,prior,7,0,11,6.0
3376248,13657,prior,2,5,15,30.0
1839369,27430,prior,31,6,19,1.0
2655995,89558,prior,2,1,8,7.0
2900731,23101,prior,5,4,15,7.0
428350,99721,prior,88,5,21,2.0
1266688,82485,prior,2,6,9,21.0
2777508,69455,prior,4,4,12,30.0
1462296,56064,prior,28,0,16,7.0
1618256,141648,prior,23,3,10,2.0
1056451,151461,prior,18,2,18,0.0
857950,43716,prior,38,0,13,7.0
603419,36609,prior,7,0,17,10.0
1366608,105163,prior,2,2,12,30.0
436382,158764,prior,74,4,10,2.0
2848750,59904,prior,13,6,6,11.0
3042442,113236,prior,63,5,13,5.0
1755130,129605,prior,16,3,22,3.0
2905608,8417,prior,61,5,20,7.0
124772,179309,prior,22,0,12,6.0
2350379,54342,prior,23,5,10,11.0
1421844,16979,prior,1,4,18,
3293014,3915,prior,6,2,11,3.0
2962367,177843,prior,1,1,21,
3209120,88452,prior,4,0,11,30.0
2134642,94233,prior,15,2,12,4.0
3045166,13924,prior,4,0,14,6.0
2082552,163737,prior,25,2,19,2.0
2814264,205163,prior,5,3,12,9.0
2705220,7141,prior,10,2,13,30.0
1831585,43310,prior,5,5,14,4.0
2399919,62684,prior,5,1,10,9.0
1627084,30249,prior,6,0,18,5.0
2706054,42955,prior,30,3,18,4.0
795577,14332,prior,7,6,13,3.0
2495419,139961,prior,5,6,10,13.0
2123689,106895,prior,15,0,17,12.0
1005077,5634,prior,15,3,13,28.0
2533961,151430,prior,30,0,8,3.0
992545,31217,prior,5,5,9,30.0
1903298,148442,prior,1,2,9,
1743917,174961,prior,4,0,10,4.0
1077475,156078,prior,19,1,11,12.0
3378628,150535,prior,15,1,16,1.0
408386,203681,prior,2,3,9,7.0
1310400,67222,prior,35,0,17,7.0
3189677,23893,prior,13,4,15,23.0
751313,117320,prior,13,3,13,30.0
2717152,197443,prior,1,4,14,
334679,71644,prior,12,1,13,25.0
1717447,82193,prior,5,1,12,7.0
3101954,153608,prior,1,0,11,
47,191597,prior,6,5,0,15.0
505055,50986,prior,14,1,19,8.0
2622462,184354,prior,8,3,11,9.0
2059712,191825,prior,6,3,18,4.0
1509749,76816,prior,25,1,22,6.0
1281172,119976,prior,63,1,18,1.0
2884844,19799,prior,5,3,15,5.0
1264748,201685,prior,31,5,16,5.0
972575,114879,prior,3,0,17,0.0
562998,81086,prior,19,6,10,5.0
1384669,107470,prior,16,2,2,7.0
3374196,168887,prior,10,2,11,8.0
1540062,184505,prior,1,2,12,
2555495,103441,prior,6,2,18,5.0
2356751,127418,prior,7,1,12,8.0
1954833,107826,prior,25,1,8,13.0
1202867,192602,prior,48,1,8,6.0
3387136,101010,prior,58,5,12,7.0
343720,12401,prior,11,6,12,8.0
1817615,63458,prior,8,2,21,12.0
1378791,165817,prior,20,3,14,9.0
3396889,55943,prior,1,0,15,
371475,194342,prior,15,1,7,6.0
1240630,19945,prior,4,4,14,30.0
2137059,92195,prior,9,0,11,30.0
3147180,163428,prior,8,4,12,3.0
213558,180595,prior,10,5,7,1.0
749920,113121,prior,8,5,14,5.0
3323819,88591,prior,3,4,7,30.0
2071459,127386,prior,5,4,6,13.0
1286777,55023,prior,3,4,17,29.0
2792445,163118,prior,2,0,19,21.0
567450,170563,prior,1,0,18,
2606396,5517,train,5,0,18,7.0
3203989,49902,prior,56,1,9,5.0
3096826,67204,train,6,0,9,4.0
1508441,10786,prior,33,1,14,3.0
2761381,45198,prior,1,6,14,
1005307,22689,prior,30,6,10,6.0
2766168,84936,prior,5,5,10,30.0
1334199,184079,prior,45,6,15,9.0
856345,25714,prior,6,5,12,12.0
3315084,73094,train,9,3,19,26.0
2884836,24578,prior,43,4,14,7.0
1638456,113736,prior,34,1,11,6.0
292201,67950,prior,4,3,19,27.0
48751,73014,prior,13,4,22,9.0
2435731,120509,prior,36,3,16,2.0
2814827,27265,prior,9,0,20,6.0
2673155,31079,prior,26,2,10,8.0
2048426,117562,prior,32,3,7,4.0
2825887,64043,prior,7,6,16,27.0
689571,53356,prior,15,0,21,23.0
1227697,11494,prior,10,0,15,14.0
2914649,119469,prior,2,6,19,18.0
2302342,6945,prior,22,1,14,13.0
128125,165840,prior,3,0,19,20.0
2669512,173541,prior,20,1,16,4.0
2794510,114927,prior,1,0,22,
778590,49612,prior,6,3,10,14.0
1440525,101988,prior,12,1,9,13.0
844408,198934,prior,9,1,11,1.0
1250214,64576,prior,3,1,20,30.0
3290796,7389,prior,37,4,22,1.0
1402901,144812,prior,9,6,13,30.0
2878878,31355,prior,24,3,7,1.0
3374057,86465,prior,20,3,15,6.0
2381085,1400,prior,5,1,11,30.0
2927252,178099,prior,1,3,11,
2917699,177138,prior,2,0,15,6.0
2576417,139847,prior,16,3,9,3.0
3040977,113241,prior,35,6,12,7.0
1862188,51062,prior,17,0,12,30.0
1357021,141168,prior,23,6,9,12.0
1699353,191939,prior,16,2,8,20.0
3373631,194014,prior,23,2,9,11.0
1773285,91740,prior,28,1,21,3.0
939474,94196,prior,14,0,13,6.0
3233790,86034,prior,25,5,11,2.0
2261569,4567,prior,1,4,13,
1946414,26120,prior,35,2,10,16.0
933994,196016,prior,29,4,18,5.0
819977,47549,prior,5,6,19,14.0
472310,166944,prior,26,4,15,1.0
262949,71281,prior,8,6,9,8.0
75613,165254,prior,4,0,1,21.0
179841,48003,prior,4,3,16,30.0
2516351,29032,prior,64,3,23,2.0
3010770,134843,prior,7,3,21,30.0
2780432,184086,train,6,1,20,30.0
1158882,194817,prior,23,1,21,4.0
2521624,8221,prior,24,1,23,8.0
1346595,196590,prior,21,0,9,12.0
3168988,42796,prior,11,2,19,7.0
1138653,181991,prior,40,2,7,7.0
2941224,1351,prior,8,3,11,30.0
1926768,117006,prior,7,3,8,9.0
2081019,43817,prior,1,5,15,
614033,117517,prior,3,5,9,1.0
1997334,100318,test,7,1,10,30.0
741742,128791,prior,30,2,9,11.0
438167,196115,prior,1,1,19,
2040295,136756,prior,33,4,10,7.0
358475,96081,prior,6,0,21,30.0
1902006,204152,prior,18,1,8,19.0
2561607,192583,prior,11,1,18,0.0
3084618,96365,prior,4,6,13,30.0
2123655,112043,prior,37,6,11,5.0
2960805,48234,prior,7,3,12,16.0
1332106,3673,test,11,2,13,14.0
329064,100611,prior,4,5,10,15.0
175378,70917,prior,91,6,19,2.0
629010,20384,prior,8,2,21,2.0
1805483,7385,prior,75,4,18,3.0
484821,114982,prior,7,4,12,9.0
1826425,13980,prior,13,1,18,4.0
1440414,190892,prior,9,4,14,30.0
1787850,186209,prior,26,1,9,7.0
1556125,67535,prior,5,0,20,19.0
2062689,23362,train,16,1,10,3.0
3125674,45437,prior,4,0,16,7.0
94742,55226,prior,71,1,8,1.0
734101,17659,prior,35,5,10,6.0
3144612,76474,prior,41,2,7,15.0
426857,115108,prior,23,2,6,8.0
2420077,80864,prior,3,0,17,5.0
1400135,27347,prior,61,6,20,1.0
1223494,133007,prior,12,2,14,5.0
1102814,6505,prior,55,4,14,3.0
191230,81042,prior,12,6,13,4.0
3272559,104322,prior,4,0,11,8.0
3022880,83127,prior,36,6,8,14.0
2869369,45858,prior,9,2,10,27.0
89970,195911,prior,3,2,20,30.0
1841097,21857,prior,33,0,20,2.0
345901,7454,prior,3,6,10,6.0
546678,162388,prior,28,3,9,6.0
867448,164857,prior,10,0,11,12.0
548107,18379,prior,6,3,10,3.0
87552,137517,prior,33,1,17,4.0
798803,115592,prior,6,0,22,6.0
2040088,77566,prior,7,5,10,7.0
3269178,114643,train,4,3,9,10.0
2159477,53188,prior,31,2,17,9.0
1937189,118288,prior,11,3,17,10.0
581174,8589,prior,21,0,13,11.0
459672,30566,prior,21,3,14,18.0
2943991,166343,prior,2,5,9,9.0
2863018,135924,prior,2,1,11,11.0
2996771,4499,prior,40,2,14,4.0
2249855,30769,prior,20,6,20,7.0
3269067,178833,prior,27,1,13,8.0
2606810,33439,prior,17,2,8,6.0
1991832,33328,prior,1,5,13,
267828,34087,prior,9,4,9,30.0
3187778,16281,prior,12,0,12,7.0
337193,29447,prior,12,2,8,14.0
985760,164317,prior,4,2,22,6.0
3270848,153542,prior,30,1,12,3.0
221197,5186,prior,6,4,13,4.0
3255574,74570,prior,43,2,20,4.0
401024,136979,prior,19,6,8,15.0
2508315,155390,prior,1,1,1,
3307898,140207,prior,44,1,18,5.0
741037,87750,prior,8,2,16,13.0
1228318,155493,prior,7,4,18,5.0
35953,99722,prior,5,3,9,2.0
2327528,186764,prior,35,2,13,2.0
164356,107335,prior,14,5,14,8.0
3119006,9661,prior,4,3,14,23.0
947355,151272,prior,7,1,9,1.0
2217141,14720,prior,9,6,15,0.0
273340,56888,prior,93,3,21,1.0
871449,108556,train,72,6,8,6.0
3270618,167258,prior,2,6,18,17.0
2017996,183314,prior,4,1,14,6.0
2845705,108968,prior,4,1,22,10.0
3178487,186817,prior,25,4,16,4.0
513607,97899,prior,43,1,11,7.0
192920,147908,prior,47,5,10,3.0
939853,20958,prior,4,0,19,30.0
2490881,98081,prior,16,5,21,11.0
306641,12109,prior,9,0,22,7.0
608871,30299,prior,5,6,16,14.0
2446451,46125,prior,12,0,14,7.0
1434473,132305,prior,24,2,12,18.0
485972,15175,prior,16,5,11,7.0
1979415,82414,prior,3,4,10,1.0
2620212,148534,prior,4,2,8,8.0
1338647,14484,prior,17,2,10,12.0
840631,47079,prior,15,2,17,4.0
1167300,77788,prior,53,4,16,3.0
692956,91945,prior,9,5,14,7.0
1601836,191007,prior,19,2,19,4.0
835531,86813,prior,2,5,10,25.0
2142367,109254,prior,32,5,14,2.0
937937,81940,prior,1,2,17,
2999639,110254,prior,53,6,10,2.0
146453,4426,prior,1,0,14,
659411,24716,prior,34,2,13,4.0
29769,60628,prior,19,5,9,3.0
163060,84298,prior,3,5,14,16.0
264758,26111,prior,12,6,19,9.0
3258434,49262,prior,2,6,10,7.0
216734,13423,prior,25,3,14,8.0
631258,62539,prior,9,0,17,30.0
2851247,155454,prior,3,2,22,30.0
2561150,108546,prior,10,6,15,3.0
2613179,112999,prior,2,5,11,13.0
650160,16011,prior,37,1,8,10.0
363011,203077,prior,6,3,13,1.0
260196,125757,test,18,1,12,15.0
3093053,76429,prior,3,5,10,30.0
540922,114990,prior,36,5,9,7.0
1264517,193600,prior,14,0,6,2.0
2401626,32903,prior,7,6,11,11.0
2679332,189025,prior,7,0,16,3.0
3220139,89415,prior,37,1,20,5.0
775508,180291,prior,11,4,21,12.0
857848,53098,prior,4,4,9,4.0
1976819,19147,prior,9,3,17,2.0
37103,80231,prior,26,0,17,6.0
152885,52864,prior,7,1,8,16.0
2760483,54768,prior,28,2,14,17.0
366346,190748,prior,2,3,10,1.0
2117031,193351,prior,39,4,18,5.0
787365,8528,prior,3,2,14,27.0
244969,196043,prior,33,0,15,14.0
93634,12959,prior,2,4,20,18.0
1063314,203326,prior,43,4,12,6.0
3068038,137848,prior,20,1,15,8.0
218117,103526,prior,29,1,10,13.0
1709492,159848,train,34,2,22,5.0
2415970,163606,prior,56,5,14,11.0
1985857,180081,prior,8,3,17,3.0
159458,166718,prior,17,3,18,4.0
1774987,16790,prior,9,0,10,7.0
2778509,104747,prior,9,1,15,14.0
669583,95504,prior,34,0,10,13.0
1631996,39252,prior,34,6,18,11.0
1055864,126211,prior,5,2,6,30.0
2727052,198677,prior,3,3,13,9.0
97609,116074,prior,18,3,2,16.0
2762182,68282,prior,22,2,14,5.0
3398522,172068,prior,21,6,16,4.0
708395,196635,prior,23,1,16,2.0
1865683,154282,prior,23,4,13,6.0
1359293,122348,prior,1,4,14,
1870611,3422,prior,27,1,17,2.0
1535898,121057,prior,8,1,13,30.0
671462,66345,prior,10,0,14,7.0
581798,116421,prior,11,5,13,7.0
1113342,37982,prior,37,3,7,3.0
2962950,109396,prior,2,5,9,7.0
1530696,183952,prior,82,4,16,0.0
1338621,18446,prior,46,2,20,1.0
3319874,24761,prior,4,3,12,9.0
2580119,158849,prior,19,5,12,7.0
810243,170581,prior,50,0,15,12.0
3246187,62438,prior,3,0,14,30.0
2491578,151992,train,37,2,9,6.0
1900600,15899,prior,27,6,8,10.0
116070,103827,prior,2,6,8,16.0
2443023,128110,prior,18,2,18,12.0
1860775,169380,prior,21,1,9,7.0
2766749,110075,prior,2,0,14,6.0
3154935,51070,prior,6,0,17,3.0
600609,13666,prior,4,4,20,17.0
3409901,106011,prior,16,4,10,15.0
2262555,108471,prior,11,2,10,28.0
2708549,37217,train,20,2,14,8.0
1714078,38339,prior,7,0,16,7.0
14429,141269,prior,66,5,16,4.0
1889130,204771,prior,21,5,9,7.0
1862549,151037,prior,2,2,9,5.0
1562009,163669,prior,34,1,17,9.0
1466119,81065,prior,27,0,13,3.0
2671496,95866,prior,23,5,22,15.0
1234389,117672,prior,30,1,10,7.0
2137209,108,prior,4,3,11,30.0
1914310,75927,prior,2,2,15,30.0
3415758,172680,prior,4,0,14,7.0
2561949,130291,prior,3,4,18,0.0
2708779,124464,prior,5,1,14,10.0
2054322,120629,prior,8,5,15,5.0
2810358,181947,prior,1,4,15,
1706686,94779,prior,20,3,17,3.0
1650937,69619,prior,3,2,17,11.0
1394898,102729,prior,50,2,9,12.0
2118009,69643,prior,3,4,11,1.0
1687186,162968,prior,67,5,11,4.0
3312219,184175,prior,75,5,9,2.0
3328716,75517,prior,45,6,8,1.0
503843,160445,prior,36,0,16,4.0
1442671,58337,prior,2,1,16,30.0
588893,98879,prior,78,4,19,4.0
1595701,189365,prior,3,1,12,30.0
2696907,172086,prior,9,4,9,30.0
2820137,62676,prior,13,1,16,30.0
2685193,182740,prior,39,0,13,23.0
1713201,139365,prior,54,5,22,6.0
103699,156487,prior,11,0,14,13.0
2697858,84541,prior,10,5,11,12.0
693149,84239,train,18,1,17,30.0
1439850,44474,prior,8,1,14,8.0
1928134,55542,prior,9,1,15,3.0
1613206,140510,prior,10,2,13,10.0
2885054,46749,prior,48,2,13,7.0
675047,115936,prior,24,2,14,6.0
2844761,72155,prior,20,5,14,7.0
2563853,150432,prior,15,4,9,14.0
2398718,179245,train,25,0,17,15.0
1176558,1036,prior,16,4,13,6.0
2205611,166512,prior,3,4,20,12.0
1227271,85524,prior,13,5,9,15.0
45127,42825,prior,13,4,13,7.0
